empty_slots,extra,free_bikes,id,latitude,longitude,name,timestamp,ebikes,has_ebikes,last_updated,payment_0,payment_1,payment-terminal,rental_uris_android,rental_uris_ios,renting,returning,slots,uid
4,"{'ebikes': 5, 'has_ebikes': True, 'last_updated': 1696291761, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 15, 'uid': '0630217a-3913-47d9-9540-cf85688296a5'}",9,3f44a12f4b16508439f6a9ff5356d01d,40.7701477,-73.9120938,37 St & 24 Ave,2023-10-03 00:11:37.944000+00:00,5,True,1696291761,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,15,0630217a-3913-47d9-9540-cf85688296a5
3,"{'ebikes': 2, 'has_ebikes': True, 'last_updated': 1696291794, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 45, 'uid': '3299ff79-36aa-42ef-b7f1-c40e95c8f570'}",40,5d6517b1bdb193f1d5863768b6331ac5,40.7729,-73.916142,24 Ave & 29 St,2023-10-03 00:11:38.361000+00:00,2,True,1696291794,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,45,3299ff79-36aa-42ef-b7f1-c40e95c8f570
13,"{'ebikes': 3, 'has_ebikes': True, 'last_updated': 1696291857, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 32, 'uid': '66dde343-0aca-11e7-82f6-3863bb44ef7c'}",15,46d1c2e42b6f10e61005e27ec9bb44f9,40.79017948095081,-73.97288918495178,W 90 St & Amsterdam Ave,2023-10-03 00:11:37.654000+00:00,3,True,1696291857,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,32,66dde343-0aca-11e7-82f6-3863bb44ef7c
22,"{'ebikes': 7, 'has_ebikes': True, 'last_updated': 1696291829, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 47, 'uid': '66dde079-0aca-11e7-82f6-3863bb44ef7c'}",21,1a4738bbd47dbf6d5022ec59b514bf79,40.7882213,-73.97041561,W 89 St & Columbus Ave,2023-10-03 00:11:37.951000+00:00,7,True,1696291829,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,47,66dde079-0aca-11e7-82f6-3863bb44ef7c
6,"{'ebikes': 1, 'has_ebikes': True, 'last_updated': 1696291812, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 14, 'uid': '66dddf5f-0aca-11e7-82f6-3863bb44ef7c'}",7,5d0ec4325ee93b8fde9848a2467daf1d,40.74590996631558,-74.0572714805603,Leonard Gordon Park,2023-10-03 00:11:39.145000+00:00,1,True,1696291812,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,14,66dddf5f-0aca-11e7-82f6-3863bb44ef7c
5,"{'ebikes': 4, 'has_ebikes': True, 'last_updated': 1696291846, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 14, 'uid': '66ddded0-0aca-11e7-82f6-3863bb44ef7c'}",8,13c100f37fe94746e59d12b13a0a8df3,40.71928220070702,-74.07126188278198,Astor Place,2023-10-03 00:11:37.748000+00:00,4,True,1696291846,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,14,66ddded0-0aca-11e7-82f6-3863bb44ef7c
11,"{'ebikes': 4, 'has_ebikes': True, 'last_updated': 1696291852, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 35, 'uid': 'd80c274e-d17d-4a00-9b76-274c9fe4d0e1'}",21,9e9e6b1d0d2fb6354723803e47511b5f,40.81028506306003,-73.95736455917358,Morningside Dr & Amsterdam Ave,2023-10-03 00:11:37.922000+00:00,4,True,1696291852,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,35,d80c274e-d17d-4a00-9b76-274c9fe4d0e1
43,"{'ebikes': 0, 'has_ebikes': True, 'last_updated': 1696291845, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 59, 'uid': '66de8a86-0aca-11e7-82f6-3863bb44ef7c'}",12,f653e3ef579ba04306c5ddf5bd829d82,40.76132983124814,-73.97982001304626,W 52 St & 6 Ave,2023-10-03 00:11:39.186000+00:00,0,True,1696291845,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,59,66de8a86-0aca-11e7-82f6-3863bb44ef7c
6,"{'ebikes': 3, 'has_ebikes': True, 'last_updated': 1696291857, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 14, 'uid': 'e2c00264-9eea-446d-a1b7-27cef3aed403'}",6,9bb00cab3aa0f8f0f0590ef64f2f1e1e,40.722103786686034,-74.07145500183105,Bergen Ave,2023-10-03 00:11:38.477000+00:00,3,True,1696291857,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,14,e2c00264-9eea-446d-a1b7-27cef3aed403
10,"{'ebikes': 0, 'has_ebikes': True, 'last_updated': 1696291855, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 33, 'uid': '66dca6f4-0aca-11e7-82f6-3863bb44ef7c'}",14,40bbbf4f0d230a323ccd1dab4035e97d,40.759107,-73.959223,E 60 St & York Ave,2023-10-03 00:11:37.615000+00:00,0,True,1696291855,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,33,66dca6f4-0aca-11e7-82f6-3863bb44ef7c
0,"{'ebikes': 4, 'has_ebikes': True, 'last_updated': 1696291857, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 45, 'uid': '66dd448f-0aca-11e7-82f6-3863bb44ef7c'}",21,64462ee3ec7d472b51b1bd579450e353,40.77862688,-73.95772073,E 84 St & Park Ave,2023-10-03 00:11:37.532000+00:00,4,True,1696291857,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,45,66dd448f-0aca-11e7-82f6-3863bb44ef7c
25,"{'ebikes': 3, 'has_ebikes': True, 'last_updated': 1696291855, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 46, 'uid': '66dd44f7-0aca-11e7-82f6-3863bb44ef7c'}",16,59e3545c2ec9bbf5b0b02e06d53c63a7,40.77573034,-73.9567526,E 81 St & 3 Ave,2023-10-03 00:11:38.746000+00:00,3,True,1696291855,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,46,66dd44f7-0aca-11e7-82f6-3863bb44ef7c
13,"{'ebikes': 3, 'has_ebikes': True, 'last_updated': 1696291811, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 18, 'uid': '66dd8b48-0aca-11e7-82f6-3863bb44ef7c'}",3,55932df0d281403cd0bbfba5c909da27,40.73496102000952,-74.0595030784607,5 Corners Library,2023-10-03 00:11:38.307000+00:00,3,True,1696291811,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,18,66dd8b48-0aca-11e7-82f6-3863bb44ef7c
5,"{'ebikes': 3, 'has_ebikes': True, 'last_updated': 1696291847, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 21, 'uid': '26176e86-8362-4c91-a693-6aa3f9ce0b73'}",10,ffa1de1039109f34b259df1275fda2a6,40.67759206937376,-73.955637216568,Dean St & Franklin Ave,2023-10-03 00:11:38.915000+00:00,3,True,1696291847,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,21,26176e86-8362-4c91-a693-6aa3f9ce0b73
9,"{'ebikes': 5, 'has_ebikes': True, 'last_updated': 1696291827, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 18, 'uid': '66dd5f99-0aca-11e7-82f6-3863bb44ef7c'}",9,b836b664ab3ad75720121abf2b8b6e10,40.7246050998869,-74.07840594649315,Lincoln Park,2023-10-03 00:11:39.172000+00:00,5,True,1696291827,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,18,66dd5f99-0aca-11e7-82f6-3863bb44ef7c
29,"{'ebikes': 2, 'has_ebikes': True, 'last_updated': 1696291858, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 39, 'uid': '66dd9b0f-0aca-11e7-82f6-3863bb44ef7c'}",5,c56e3128d3a0e02119066f95859fa309,40.76780080148132,-73.96592080593109,E 67 St & Park Ave,2023-10-03 00:11:37.277000+00:00,2,True,1696291858,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,39,66dd9b0f-0aca-11e7-82f6-3863bb44ef7c
5,"{'ebikes': 1, 'has_ebikes': True, 'last_updated': 1696291848, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 33, 'uid': '66dda55f-0aca-11e7-82f6-3863bb44ef7c'}",20,d04d4a21dd9d44d3203edcceb1b9c136,40.75898481399634,-73.99379968643188,W 42 St & Dyer Ave,2023-10-03 00:11:39.233000+00:00,1,True,1696291848,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,33,66dda55f-0aca-11e7-82f6-3863bb44ef7c
21,"{'ebikes': 0, 'has_ebikes': True, 'last_updated': 1696291825, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 39, 'uid': '66db88f5-0aca-11e7-82f6-3863bb44ef7c'}",11,bd794eb1a774746b9980debee598bb9c,40.69236178,-73.98631746,Lawrence St & Willoughby St,2023-10-03 00:11:38.990000+00:00,0,True,1696291825,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,39,66db88f5-0aca-11e7-82f6-3863bb44ef7c
13,"{'ebikes': 1, 'has_ebikes': True, 'last_updated': 1696291824, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 39, 'uid': '66db7a71-0aca-11e7-82f6-3863bb44ef7c'}",22,8789a7c17e0124c5b5a262e87ce8f338,40.69991755,-73.98971773,Cadman Plaza E & Red Cross Pl,2023-10-03 00:11:38.002000+00:00,1,True,1696291824,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,39,66db7a71-0aca-11e7-82f6-3863bb44ef7c
29,"{'ebikes': 0, 'has_ebikes': True, 'last_updated': 1696291841, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 57, 'uid': '66db8d89-0aca-11e7-82f6-3863bb44ef7c'}",25,84472575df839d62c561db14eb4cf8f6,40.7153379,-74.01658354,Vesey Pl & River Terrace,2023-10-03 00:11:37.688000+00:00,0,True,1696291841,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,57,66db8d89-0aca-11e7-82f6-3863bb44ef7c
3,"{'ebikes': 2, 'has_ebikes': True, 'last_updated': 1696291844, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 74, 'uid': '66db89a3-0aca-11e7-82f6-3863bb44ef7c'}",64,7ed8023ee32feb4c327bc62d3d598e68,40.689888,-73.981013,DeKalb Ave & Hudson Ave,2023-10-03 00:11:38.614000+00:00,2,True,1696291844,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,74,66db89a3-0aca-11e7-82f6-3863bb44ef7c
19,"{'ebikes': 0, 'has_ebikes': True, 'last_updated': 1696291835, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 35, 'uid': '66db8fde-0aca-11e7-82f6-3863bb44ef7c'}",11,01fd1b84c1d36f31e3fdabe864d9728d,40.72405549,-74.00965965,Watts St & Greenwich St,2023-10-03 00:11:38.461000+00:00,0,True,1696291835,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,35,66db8fde-0aca-11e7-82f6-3863bb44ef7c
1,"{'ebikes': 5, 'has_ebikes': True, 'last_updated': 1696291831, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 31, 'uid': 'dc8223ad-4108-40a8-9ff5-35e8490b4077'}",21,f804768d8511f13d950c2dfd28dfbe76,40.8025566,-73.9490782,Lenox Ave & W 117 St,2023-10-03 00:11:37.814000+00:00,5,True,1696291831,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,31,dc8223ad-4108-40a8-9ff5-35e8490b4077
36,"{'ebikes': 0, 'has_ebikes': True, 'last_updated': 1696291748, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 39, 'uid': 'bb32aad7-8308-4ff8-b073-d5b518ffdd09'}",1,94c941584a396adf83c2a56d98b4631e,40.8109494,-73.96340000000001,W 120 St & Claremont Ave,2023-10-03 00:11:39.288000+00:00,0,True,1696291748,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,39,bb32aad7-8308-4ff8-b073-d5b518ffdd09
0,"{'ebikes': 10, 'has_ebikes': True, 'last_updated': 1696291835, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 23, 'uid': 'c63a83a0-bda1-40a6-835b-f82c363543b9'}",23,49fe6f14b8c6b4ae4fad7f6cbea58a25,40.80756,-73.939182,E 128 St & Madison Ave,2023-10-03 00:11:38.954000+00:00,10,True,1696291835,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,23,c63a83a0-bda1-40a6-835b-f82c363543b9
21,"{'ebikes': 0, 'has_ebikes': True, 'last_updated': 1696291794, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 25, 'uid': '66de1a1f-0aca-11e7-82f6-3863bb44ef7c'}",4,1a61da20961a265b7158d88091913707,40.76800889305947,-73.96845281124115,E 66 St & Madison Ave,2023-10-03 00:11:38.009000+00:00,0,True,1696291794,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,25,66de1a1f-0aca-11e7-82f6-3863bb44ef7c
16,"{'ebikes': 3, 'has_ebikes': True, 'last_updated': 1696291853, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 31, 'uid': '66de19ab-0aca-11e7-82f6-3863bb44ef7c'}",7,e0e259489d692a26bbdb5f11a0bf7856,40.668132,-73.97363831,3 St & Prospect Park West,2023-10-03 00:11:38.666000+00:00,3,True,1696291853,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,31,66de19ab-0aca-11e7-82f6-3863bb44ef7c
13,"{'ebikes': 7, 'has_ebikes': True, 'last_updated': 1696291859, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 35, 'uid': '66de1af4-0aca-11e7-82f6-3863bb44ef7c'}",20,3edff0feb66b3e113adb903c40ae3f7a,40.8008363,-73.9664492472,W 106 St & Amsterdam Ave,2023-10-03 00:11:37.457000+00:00,7,True,1696291859,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,35,66de1af4-0aca-11e7-82f6-3863bb44ef7c
4,"{'ebikes': 4, 'has_ebikes': True, 'last_updated': 1696291787, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 21, 'uid': '66de1a8a-0aca-11e7-82f6-3863bb44ef7c'}",8,6206dc8b98001c37bf3fd43543d5280c,40.7746671,-73.98470567,Amsterdam Ave & W 66 St,2023-10-03 00:11:37.887000+00:00,4,True,1696291787,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,21,66de1a8a-0aca-11e7-82f6-3863bb44ef7c
4,"{'ebikes': 2, 'has_ebikes': True, 'last_updated': 1696291859, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 25, 'uid': '66de186f-0aca-11e7-82f6-3863bb44ef7c'}",15,dda5125a571d0c45015a07ac67bed4d8,40.7869946,-73.94164802,E 102 St & 1 Ave,2023-10-03 00:11:39.080000+00:00,2,True,1696291859,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,25,66de186f-0aca-11e7-82f6-3863bb44ef7c
21,"{'ebikes': 2, 'has_ebikes': True, 'last_updated': 1696291854, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 24, 'uid': '66dcc5ca-0aca-11e7-82f6-3863bb44ef7c'}",3,f11d436444d971ffe42c91026d74a42b,40.69237074,-73.93705428,Lewis Ave & Kosciuszko St,2023-10-03 00:11:38.287000+00:00,2,True,1696291854,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,24,66dcc5ca-0aca-11e7-82f6-3863bb44ef7c
9,"{'ebikes': 2, 'has_ebikes': True, 'last_updated': 1696291782, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 18, 'uid': '66dcc65c-0aca-11e7-82f6-3863bb44ef7c'}",7,671d9c0e7074209fe6baf467827c0331,40.6933982,-73.939877,Pulaski St & Marcus Garvey Blvd,2023-10-03 00:11:38.576000+00:00,2,True,1696291782,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,18,66dcc65c-0aca-11e7-82f6-3863bb44ef7c
8,"{'ebikes': 3, 'has_ebikes': True, 'last_updated': 1696291857, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 23, 'uid': '66dcc3e5-0aca-11e7-82f6-3863bb44ef7c'}",8,ecd995e9eed2c8fe60ee895616c13fe3,40.69072549,-73.95133465,Kosciuszko St & Nostrand Ave,2023-10-03 00:11:39.102000+00:00,3,True,1696291857,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,23,66dcc3e5-0aca-11e7-82f6-3863bb44ef7c
4,"{'ebikes': 2, 'has_ebikes': True, 'last_updated': 1696291858, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 18, 'uid': '66dcc44a-0aca-11e7-82f6-3863bb44ef7c'}",14,423d0371490a34b937f4c8e6e1876c9d,40.69128258,-73.9452416,Kosciuszko St & Tompkins Ave,2023-10-03 00:11:38.898000+00:00,2,True,1696291858,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,18,66dcc44a-0aca-11e7-82f6-3863bb44ef7c
14,"{'ebikes': 0, 'has_ebikes': True, 'last_updated': 1696291852, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 19, 'uid': '66dcc30b-0aca-11e7-82f6-3863bb44ef7c'}",4,947979cb744cc6d243b9062cc571556e,40.6894932,-73.942061,Greene Ave & Throop Ave,2023-10-03 00:11:38.050000+00:00,0,True,1696291852,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,19,66dcc30b-0aca-11e7-82f6-3863bb44ef7c
16,"{'ebikes': 1, 'has_ebikes': True, 'last_updated': 1696291854, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 23, 'uid': '66dcc37f-0aca-11e7-82f6-3863bb44ef7c'}",4,f5be38129a4cd9966cd6049ba85ce0bb,40.6883337,-73.950916,Greene Ave & Nostrand Ave,2023-10-03 00:11:37.936000+00:00,1,True,1696291854,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,23,66dcc37f-0aca-11e7-82f6-3863bb44ef7c
16,"{'ebikes': 2, 'has_ebikes': True, 'last_updated': 1696291852, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 23, 'uid': '66dcc0b2-0aca-11e7-82f6-3863bb44ef7c'}",3,458721d27442258852411cd8f597a71b,40.6900815,-73.947915,Marcy Ave & Lafayette Ave,2023-10-03 00:11:37.290000+00:00,2,True,1696291852,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,23,66dcc0b2-0aca-11e7-82f6-3863bb44ef7c
14,"{'ebikes': 0, 'has_ebikes': True, 'last_updated': 1696291853, 'payment': ['key', 'creditcard'], 'payment-terminal': True, 'rental_uris': {'android': 'https://bkn.lft.to/lastmile_qr_scan', 'ios': 'https://bkn.lft.to/lastmile_qr_scan'}, 'renting': 1, 'returning': 1, 'slots': 21, 'uid': '66dcbf69-0aca-11e7-82f6-3863bb44ef7c'}",6,0e50d4b2eb5fa3731d9184cd15d0e0df,40.6851532,-73.94111,Putnam Ave & Throop Ave,2023-10-03 00:11:37.403000+00:00,0,True,1696291853,key,creditcard,True,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,1,1,21,66dcbf69-0aca-11e7-82f6-3863bb44ef7c
